agency,mode,n_ods,country,operator,status,source_ids,source_titles,source_urls,notes,audit_files
Mälartåg ersättningstrafik,Rail,2,SE,Transdev,published_partial,NORDIC_MALARTAG_FIXED_RULES|NORDIC_MALARTAG_REGIONAL_RULES|NORDIC_MALARTAG_REPLACEMENT_RULES|NORDIC_UL_2026|NW_SWEDEN_ACCESS,Mälartåg single tickets: fixed-price product|Other single tickets accepted on Mälartåg|Mälartåg FAQ: cancelled departures and replacement service|UL ticket prices and network validity|Samtrafiken sales data and Access OSDM pricing,https://www.malardalstrafik.se/biljetter/maelartaag-enkelbiljett/|https://www.malardalstrafik.se/biljetter/andra-enkelbiljetter-foer-maelartaag/|https://www.malardalstrafik.se/kundservice/vanliga-fraagor/?category=Ers%C3%A4ttning+vid+f%C3%B6rsening|https://www.ul.se/biljetter/vara-biljetter/vara-biljetter/|https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,Mälardalstrafik owns fixed/regionally integrated fares. Rail row also says replacement service; inspect trip identity. Full own-fare matrix absent. Swedish sales NeTEx is timetable-only; integrated prices require Samtrafiken Access unless a local table applies.,nordic_details.json|northwest_fallback
NordWestBahn,Bus,2,DE,Transdev,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN|DACH_WESTFALEN|DACH_NRW,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix|WestfalenTarif ticket prices and tariff structure|NRW-Tarif 2026 scope, products and eezy rules",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf|https://www.westfalentarif.de/tickets-abonnements/ticketpreise|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
Bayerische Regiobahn,Rail,2,"AT,DE",Transdev,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_MVV,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|MVV current ticket and price overview",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.mvv-muenchen.de/tickets-abos-preise/rund-um-tickets/ticket-und-preisuebersicht,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
NordWestBahn,Rail,2,DE,Transdev,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN|DACH_WESTFALEN|DACH_NRW,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix|WestfalenTarif ticket prices and tariff structure|NRW-Tarif 2026 scope, products and eezy rules",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf|https://www.westfalentarif.de/tickets-abonnements/ticketpreise|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
SNCF VOYAGEURS,Bus,2,"CH,FR,LU",SNCF,published_partial,SW_SNCF_BASE|SW_ALEOP_ECO,"SNCF Tarifs voyageurs, volume 6 — base fare coefficients and product rules|Aléop Eco — TER and specified express coaches",https://www.tgvinoui.sncf/file/tarifs-voyageurs|https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,Region and actual route/product must be identified. SNCF national coefficients are not universal TER fares; replacement buses may retain the associated rail ticket. Aléop source covers only its specified regional services.,southwest.json
CrossCountry,Bus,2,UK,CrossCountry,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Southern,Rail,2,UK,DFTO,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper.",northwest_fallback
Greater Anglia,Bus,2,UK,DFTO,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Arriva,Rail,2,"BE,DE,NL",Arriva,ready_to_acquire,NW_ARRIVA_MATRIX|NW_NDOV_OTHER_RAIL,"Arriva Drielandentrein 2026 international fare matrix|NDOV Arriva, Keolis and Qbuzz rail tariff directories",https://data.ndovloket.nl/tarieven/trein/arr/|https://data.ndovloket.nl/tarieven/trein/,The 2026 Drielandentrein matrix is locally acquired; verify that this GTFS row is that service.,northwest_fallback
Iarnród Éireann / Irish Rail,Rail,2,"IE,UK",Iarnród Éireann,ready_to_acquire,NW_IRISH_RAIL,Irish Rail station fare grids and monetary charts,https://www.irishrail.ie/en-ie/rail-fares-and-tickets/fares-info,Official station grids and fare-letter price charts can be extracted; web/advance fares remain a separate regime.,northwest_fallback
TPER spa,Bus,2,IT,TPER,ready_to_acquire,SW_TPER,TPER public fare catalogue — Bologna/Ferrara urban and regional zones,https://www.tper.it/tariffe,"Published bus zone money tables; identify basin, route and zone path. Do not equate TPER spa Bus with Trenitalia TPER Rail.",southwest.json
TRENITALIA S.p.A.,Rail,2,IT,Trenitalia,published_partial,SW_TI_LISTINO|SW_TI_REGIME|SW_TI_PIEMONTE,"Trenitalia Listino dei Prezzi, Capitolo IV, Parte II|Trenitalia Part II — Base fares and limited-price availability|Trenitalia Tariffa 39/13 Piemonte — ordinary regional singles",https://www.trenitalia.com/content/dam/trenitalia/allegati/info/condizioni-generali-di-trasporto/parte-ii-trasporto-nazionale/Listino_Prezzi_Capitolo_IV-PARTE_II_Trasporto_Nazionale.pdf|https://www.trenitalia.com/content/dam/trenitalia/allegati/info/condizioni-generali-di-trasporto/parte-ii-trasporto-nazionale/Parte_II-Trasporto_Nazionale.pdf|https://www.trenitalia.com/content/dam/trenitalia/allegati/info/condizioni-generali-di-trasporto/parte-iii-trasporto-regionale/tariffa-39/Tariffa_39_13_Piemonte.pdf,IC/ICN Base OD tables and regional tariff tables exist. Frecce capacity-limited price levels need quotes. Regional distances and international products need distinct acquisition.,southwest.json
Eu Sleeper,Rail,2,"BE,CZ,DE,NL",European Sleeper,published_partial,NW_EU_SLEEPER,European Sleeper pass and accommodation price ranges,https://www.europeansleeper.eu/passes,"Published accommodation ranges are usable bounds, not a complete OD/departure price.",northwest_fallback
Qbuzz,Bus,2,NL,Qbuzz,published_partial,NW_NDOV_BUS,NDOV bus tariff bundles and zones,https://data.ndovloket.nl/tarieven/,NDOV is the bulk tariff lead; map the bus service to its concession and fare schema.,northwest_fallback
NS,Bus,2,"BE,NL",NS,ready_to_acquire,NW_NS_NDOV,NS tariff delivery and 2026 HRN price table,https://data.ndovloket.nl/tarieven/trein/ns/,Domestic NS rail is already resolved from NDOV. A bus row is conditional replacement transport and needs identity checks.,northwest_fallback
Vy Buss,Bus,2,NO,Vy,published_partial,NORDIC_VY_LOCAL_AUTHORITIES|NORDIC_VY_COACH_RULES|NORDIC_KOLUMBUS_CURRENT|NORDIC_ATB_CURRENT|NW_ENTUR,Vy local bus services and regional ticket authorities|Vy express coach pricing and purchase rules|Kolumbus single-ticket prices and validity|AtB single-ticket monetary tables|Entur Offers API and offline data guide,https://www.vy.no/kjop-billetter/bussbilletter/lokalbuss|https://www.vybuss.com/buy-tickets-online/|https://www.kolumbus.no/Billetter/-priser-og-produkter/enkeltbillett/|https://www.atb.no/billetter/enkeltbillett/|https://developer.entur.org/pages-offers-docs-search-guide-v2/,Need route-level distinction between authority-contracted local buses and dynamic express coaches; candidate authority monetary tables do not prove exact OD applicability. Entur Offers is the official pricing route; access/scope must be obtained for the specific operator/product.,nordic_details.json|northwest_fallback
Vy,Rail,2,"NO,SE",Vy,published_partial,NORDIC_VY_RAIL_PRODUCTS|NORDIC_VY_RUTER_2026|NW_ENTUR,Vy train ticket products and fare partners|Vy 2026 fares: Ruter-area exception|Entur Offers API and offline data guide,https://www.vy.no/kjop-billetter/togbilletter|https://www.vy.no/vygruppen/presse-og-nyheter/2026/3427383|https://developer.entur.org/pages-offers-docs-search-guide-v2/,Mixed authority/regional/long-distance products. Norwegian sources do not establish Swedish/international fare coverage. Use parent Entur sources only for supported services. Entur Offers is the official pricing route; access/scope must be obtained for the specific operator/product.,nordic_details.json|northwest_fallback
SJ AB,Rail,2,"DE,DK,NO,SE",SJ,access_required,NW_SWEDEN_ACCESS,Samtrafiken sales data and Access OSDM pricing,https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,Swedish sales NeTEx is timetable-only; integrated prices require Samtrafiken Access unless a local table applies.,northwest_fallback
OEBB Personenverkehr AG Kundenservice,Bus,1,"AT,CH,SK",ÖBB,published_partial,DACH_OBB_OD|DACH_OBB_Y_SAMPLE|DACH_OBB_RULES|DACH_OBB_NIGHT,"ÖBB published relation-price tables|ÖBB OD table, origins Y: verified sample shard|Handbuch für Reisen mit den ÖBB in Österreich|ÖBB night trains in Germany, fare ranges",https://www.oebb.at/static/tarife/de/relationspreise/index.html|https://static.web.oebb.at/relationspreise/14122025/y.pdf|https://www.oebb.at/static/tarife/de/handbuch_fuer_reisen_mit_den_oebb_in_oesterreich/index.html|https://www.oebb.at/static/tarife/de/relationspreise/Resources/pdf/3203138955.pdf,Austrian standard-tariff coverage only if trip is marked rail replacement under the manual; other bus products require separate rules.,dach.json
TEC Namur - Luxembourg,Bus,1,BE,TEC,ready_to_acquire,NW_TEC,LETEC official 2026 Classic/Express tariff table,https://presse.groupe.letec.be/letec-annonce-sa-nouvelle-grille-tarifaire-a-partir-du-1er-fevrier-2026,Official 2026 network-wide Classic/Express prices replace the former zone model.,northwest_fallback
Schweizerische Südostbahn (sob),Rail,1,CH,SOB,published_partial,DACH_SWISS_OSDM|DACH_SWISS_RULES|DACH_SWISS_T604|DACH_SWISS_OJP,"Beta OSDM Offline Switzerland fare file|Alliance SwissPass tariffs index: T600/T601/T603|T604: concessionaire tariff distances and prices, current rules|Beta OJP Fare: NOVA price-query interface",https://data.opentransportdata.swiss/en/dataset/osdm-offline|https://www.allianceswisspass.ch/de/tarife-vorschriften/uebersicht|https://www.allianceswisspass.ch/de/asp/Downloads?download=2669|https://opentransportdata.swiss/it/cookbook/open-journey-planner-ojp/ojp-fare/,OSDM subset promising but archive validity/OD coverage unverified. T601/T603 access-gated; current T604 delegates pricing to NOVA.,dach.json
THURBO,Rail,1,"CH,DE",THURBO,published_partial,DACH_SWISS_OSDM|DACH_SWISS_RULES|DACH_SWISS_T604|DACH_SWISS_OJP,"Beta OSDM Offline Switzerland fare file|Alliance SwissPass tariffs index: T600/T601/T603|T604: concessionaire tariff distances and prices, current rules|Beta OJP Fare: NOVA price-query interface",https://data.opentransportdata.swiss/en/dataset/osdm-offline|https://www.allianceswisspass.ch/de/tarife-vorschriften/uebersicht|https://www.allianceswisspass.ch/de/asp/Downloads?download=2669|https://opentransportdata.swiss/it/cookbook/open-journey-planner-ojp/ojp-fare/,OSDM subset promising but archive validity/OD coverage unverified. T601/T603 access-gated; current T604 delegates pricing to NOVA.,dach.json
REGABUS s.r.o.,Bus,1,CZ,REGABUS,retail_only,EAST_REGABUS_RETAIL,REGABUS official booking site,https://www.regabus.cz/,Official retail channel verified; complete public OD tariff not found.,east.json
"D.M.D-GROUP, spol. s r.o.",Bus,1,CZ,D.M.D-GROUP,retail_only,EAST_DMD_RETAIL,DMD Group official international-coach booking site,https://dmd-ticket.eu/cz/,Official branded retail channel found; reconcile legal entity and model route before quotes.,east.json
MUSIL TOUR spol. s.r.o.,Bus,1,CZ,MUSIL TOUR,published_partial,EAST_MUSIL_HTML_PRICES,MUSIL TOUR / East Express Ceník ČR — stop-to-stop CZK fares,https://www.east-express.cz/cenycr,Genuine numeric stop-to-stop tables found; effective date and model-OD/route match unresolved.,east.json
DB Regio AG,Rail,1,"DE,PL",DB,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
Arverio Baden-Württemberg,Rail,1,DE,Arverio,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_BWTARIF,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|bwtarif Anlage 8, single-fare price table",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.bwegt.de/fileadmin/media/PDF/bwtarif-Dokumente/bwtarif_Anlage-8-Preisliste-Relationstarif_14-12-2025.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
DB SEV GmbH,Bus,1,DE,DB,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
DB RegioNetz Verkehrs GmbH Südostbayernbahn,Rail,1,DE,DB,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
DB RegioNetz Verkehrs GmbH Kurhessenbahn,Rail,1,DE,DB,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
trilex-express - Die Länderbahn GmbH DLB,Rail,1,"CZ,DE",NETINERA,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_VVO|DACH_ZVON,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|VVO current fare table|ZVON August 2026 tariff amendment with price attachment",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.vvo-online.de/doc/VVO-Kleingedrucktes-Anlage-7-Preistabelle-Stand-01-04-2026.pdf|https://www.zvon.de/de/details/zvon-tarif-wird-angepasst,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
trilex  - Die Länderbahn GmbH DLB,Rail,1,"CZ,DE",NETINERA,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_VVO|DACH_ZVON,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|VVO current fare table|ZVON August 2026 tariff amendment with price attachment",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.vvo-online.de/doc/VVO-Kleingedrucktes-Anlage-7-Preistabelle-Stand-01-04-2026.pdf|https://www.zvon.de/de/details/zvon-tarif-wird-angepasst,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
NIAG,Bus,1,"DE,NL",NIAG,published_partial,DACH_VRR|DACH_NRW,"VRR 2026 price table|NRW-Tarif 2026 scope, products and eezy rules",https://www.vrr.de/fileadmin/user_upload/pdf/service/downloads/Weitere_Broschueren_und_Tarifinformationen/VRR_Preise_2026.pdf|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,VRR/NRW candidate tariffs; confirm NIAG route and Netherlands extension before pricing.,dach.json
Erfurter Bahn,Rail,1,DE,Erfurter Bahn,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
agilis,Bus,1,DE,agilis,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
WestfalenBahn,Rail,1,DE,WestfalenBahn,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN|DACH_WESTFALEN|DACH_NRW,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix|WestfalenTarif ticket prices and tariff structure|NRW-Tarif 2026 scope, products and eezy rules",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf|https://www.westfalentarif.de/tickets-abonnements/ticketpreise|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
WestfalenBahn,Bus,1,DE,WestfalenBahn,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN|DACH_WESTFALEN|DACH_NRW,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix|WestfalenTarif ticket prices and tariff structure|NRW-Tarif 2026 scope, products and eezy rules",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf|https://www.westfalentarif.de/tickets-abonnements/ticketpreise|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
erixx,Bus,1,DE,NETINERA,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
Go-Ahead Bayern GmbH,Rail,1,DE,Arverio,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_MVV,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|MVV current ticket and price overview",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.mvv-muenchen.de/tickets-abos-preise/rund-um-tickets/ticket-und-preisuebersicht,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
go.on Gesellschaft für Bus- und Schienenverkehr mbH,Bus,1,DE,go.on,published_partial,DACH_GOON|DACH_WESTFALEN|DACH_NRW,"go.on tariff applicability|WestfalenTarif ticket prices and tariff structure|NRW-Tarif 2026 scope, products and eezy rules",https://www.go-on-gbs.de/tickets-und-tarife/|https://www.westfalentarif.de/tickets-abonnements/ticketpreise|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html,Operator explicitly points to Westfalen/NRW; exact line/region still needed.,dach.json
Busverkehr-Rhein-Neckar,Bus,1,DE,DB,published_partial,DACH_VRN,VRN July 2026 price table and zone-map catalogue,https://www.vrn.de/mam/tickets/tarif/dokumente/2026/vrn_fahrpreistabelle_7_2026.pdf,VRN candidate for ordinary regional bus; confirm exact route/tariff boundary.,dach.json
Ostdeutsche Eisenbahn GmbH,Rail,1,DE,NETINERA,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
Ostdeutsche Eisenbahn GmbH,Bus,1,DE,NETINERA,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
FlixBus Sverige AB,Bus,1,"AT,BE,CZ,DE,DK",FlixBus,access_required,NW_FLIXBUS|NW_FLIX_PARTNER,FlixBus general carriage conditions|FlixBus reseller access,https://global.flixbus.com/terms-and-conditions-of-carriage|https://global.flixbus.com/company/partners/travel-agencies-and-ticket-outlets,Quota-based fare brackets; no public complete monetary matrix verified. Partner access is the official lead.,northwest_fallback
